City,State,Temperature_F_grouped,Visibility mi group,Weather Conditions,Distance mi,Duration min,Hour of Accident,Severity
Carol Stream,IL,41-50,6-10,Cloudy,0.01,39,12,2
West Chicago,IL,41-50,6-10,Cloudy,0.01,30,15,2
West Chicago,IL,41-50,6-10,Cloudy,0.03,30,13,2
Chicago,IL,41-50,6-10,Cloudy,1.21,188,15,2
Williams,CA,51-60,6-10,Fair,0.17,126,23,2
Anaheim,CA,51-60,6-10,Fair,0.05,127,23,2
Fontana,CA,51-60,6-10,Fair,0.31,128,21,2
Hayward,CA,51-60,6-10,Fair,0.97,129,11,2
Los Angeles,CA,51-60,6-10,Fair,0.18,129,1,2
Burbank,CA,51-60,6-10,Fair,0.06,130,21,2
Los Angeles,CA,51-60,6-10,Fair,0.01,130,23,2
Valencia,CA,51-60,6-10,Fair,0.87,130,21,2
Encino,CA,51-60,6-10,Fair,0.04,131,22,2
Ventura,CA,51-60,6-10,Fair,0.04,131,21,2
Agoura Hills,CA,51-60,6-10,Fair,0.76,132,22,2
Bloomington,CA,51-60,6-10,Fair,0.02,132,23,2
Los Angeles,CA,51-60,6-10,Fair,0.35,132,23,2
Los Angeles,CA,51-60,6-10,Fair,0.86,132,1,2
Irvine,CA,51-60,6-10,Fair,0.13,133,23,2
Los Angeles,CA,51-60,6-10,Fair,0.16,133,23,2
Los Banos,CA,51-60,6-10,Fair,0.1,133,22,2
Santa Barbara,CA,51-60,6-10,Fair,0.07,133,23,2
Los Angeles,CA,51-60,6-10,Fair,0.05,134,23,2
Studio City,CA,51-60,6-10,Fair,0.03,134,21,2
Los Angeles,CA,51-60,6-10,Fair,0.03,135,1,2
Mentone,CA,51-60,6-10,Fair,0.18,135,21,2
Strathmore,CA,51-60,6-10,Fair,0.49,138,0,2
Irvine,CA,51-60,6-10,Fair,0.12,150,23,2
Agoura Hills,CA,51-60,6-10,Fair,0.12,176,22,2
Fontana,CA,51-60,6-10,Fair,0.25,187,20,2
Hayward,CA,51-60,6-10,Fair,1.02,188,11,2
San Bernardino,CA,51-60,6-10,Fair,0.33,204,21,2
Castaic,CA,51-60,6-10,Fair,0.21,225,2,2
Perris,CA,51-60,6-10,Fair,0.04,1519,4,2
Los Angeles,CA,51-60,6-10,Fair,0.4,14,1,2
Los Angeles,CA,51-60,6-10,Fair,0.97,21,1,2
Coalinga,CA,51-60,6-10,Fair,0.41,26,21,2
Long Beach,CA,51-60,6-10,Fair,0.71,32,1,2
Camp Sherman,OR,21-30,6-10,Fair,2.74,64,20,2
Klamath Falls,OR,21-30,6-10,Fair,0.16,128,8,2
Crescent,OR,21-30,6-10,Fair,0.48,130,7,2
Chemult,OR,21-30,6-10,Fair,0.16,139,10,2
Crescent Lake,OR,21-30,6-10,Fair,0.49,157,8,2
Baker City,OR,31-40,6-10,Fair,0.12,130,17,2
Baker City,OR,31-40,6-10,Fair,0.05,138,17,2
Baker City,OR,31-40,6-10,Fair,0.5,142,17,2
Irrigon,OR,31-40,6-10,Fair,0.27,131,7,2
Irrigon,OR,31-40,6-10,Fair,4.77,134,7,2
Bend,OR,31-40,6-10,Fair,0.04,303,18,2
Camp Sherman,OR,31-40,6-10,Fair,4.34,32,9,2
La Grande,OR,31-40,6-10,Fair,0.99,134,10,2
Camp Sherman,OR,31-40,6-10,Fair,0.64,139,9,2
Elgin,OR,31-40,6-10,Fair,0.51,919,8,2
Pendleton,OR,31-40,6-10,Fair,0.49,17,5,2
La Grande,OR,31-40,6-10,Fair,2.02,138,9,2
Pendleton,OR,31-40,6-10,Fair,0.79,129,7,2
Seaside,OR,31-40,6-10,Fair,0.43,134,6,2
Crescent,OR,31-40,6-10,Fair,4.08,39,16,2
Brothers,OR,31-40,6-10,Fair,1.26,127,8,2
Brothers,OR,31-40,6-10,Fair,1.8,3579,12,2
La Pine,OR,31-40,6-10,Fair,2.43,33,7,2
Silver Lake,OR,31-40,6-10,Fair,0.13,131,9,2
Crescent,OR,31-40,6-10,Fair,0.48,150,9,2
Kent,OR,31-40,6-10,Fair,1.4,2427,7,2
Camp Sherman,OR,31-40,6-10,Fair,5.03,27,9,2
Baker City,OR,31-40,6-10,Fair,0.84,129,15,2
Crescent Lake,OR,31-40,6-10,Fair,2.48,22,10,2
Portland,OR,31-40,6-10,Fair,0.47,129,6,2
La Pine,OR,41-50,6-10,Fair,1.1,42,12,2
Portland,OR,41-50,6-10,Fair,0.14,130,6,2
La Pine,OR,41-50,6-10,Fair,0.59,146,12,2
La Pine,OR,41-50,6-10,Fair,0.59,146,12,2
Portland,OR,41-50,6-10,Fair,1.18,170,6,2
La Pine,OR,41-50,6-10,Fair,0.59,171,12,2
La Pine,OR,41-50,6-10,Fair,0.59,171,12,2
Oregon City,OR,41-50,6-10,Fair,2.64,214,6,2
La Pine,OR,41-50,6-10,Fair,0.36,221,10,2
Baker City,OR,41-50,6-10,Fair,0.42,515,10,2
La Pine,OR,41-50,6-10,Fair,0.18,786,10,2
Portland,OR,41-50,6-10,Fair,1.66,38,8,2
La Pine,OR,41-50,6-10,Fair,2.11,28,13,2
Wilsonville,OR,41-50,6-10,Fair,0.05,128,6,2
Sheridan,OR,41-50,6-10,Fair,0.97,49,17,2
Maupin,OR,41-50,6-10,Fair,2.13,117,13,2
Portland,OR,41-50,6-10,Fair,0.08,130,8,2
Maupin,OR,41-50,6-10,Fair,2.25,138,13,2
Maupin,OR,41-50,6-10,Fair,5.37,178,11,2
Port Orford,OR,41-50,6-10,Fair,0.03,130,10,2
Ashland,OR,41-50,6-10,Fair,0.64,21,19,2
Ashland,OR,41-50,6-10,Fair,0.64,128,19,2
Roseburg,OR,41-50,6-10,Fair,0.13,135,16,2
Corvallis,OR,41-50,6-10,Fair,0.1,128,13,2
Portland,OR,41-50,6-10,Fair,0.96,135,9,2
The Dalles,OR,41-50,6-10,Fair,0.06,135,9,2
Portland,OR,41-50,6-10,Fair,0.06,129,10,2
West Linn,OR,41-50,6-10,Fair,0.79,135,9,2
Portland,OR,41-50,6-10,Fair,1,137,11,2
Oregon City,OR,41-50,6-10,Fair,0.72,148,9,2
Imbler,OR,41-50,6-10,Fair,0.08,560,14,2
Ashland,OR,41-50,6-10,Fair,0.5,133,17,2
Portland,OR,51-60,6-10,Fair,0.81,131,10,2
Mount Angel,OR,51-60,6-10,Fair,0.31,142,18,2
Portland,OR,51-60,6-10,Fair,0.05,131,19,2
La Grande,OR,51-60,6-10,Fair,1,134,15,2
Dallas,OR,51-60,6-10,Fair,0.25,136,16,2
Portland,OR,51-60,6-10,Fair,0.08,27,13,2
Portland,OR,51-60,6-10,Fair,1.75,40,13,2
Portland,OR,51-60,6-10,Fair,0.71,41,12,2
Portland,OR,51-60,6-10,Fair,1.03,46,12,2
Portland,OR,51-60,6-10,Fair,0.08,127,12,2
Portland,OR,51-60,6-10,Fair,0.29,127,12,2
Portland,OR,51-60,6-10,Fair,0.11,128,19,2
Portland,OR,51-60,6-10,Fair,1.02,131,12,2
Portland,OR,51-60,6-10,Fair,0.98,135,12,2
Portland,OR,51-60,6-10,Fair,0.29,137,13,2
Portland,OR,51-60,6-10,Fair,1.99,187,12,2
Portland,OR,51-60,6-10,Fair,2.7,406,12,2
Central Point,OR,51-60,6-10,Fair,0.26,128,12,2
Timber,OR,51-60,6-10,Fair,0.64,166,14,2
Timber,OR,51-60,6-10,Fair,0.46,173,14,2
Portland,OR,61-70,6-10,Fair,0.14,132,18,2
Portland,OR,61-70,6-10,Fair,3.95,247,14,2
Portland,OR,61-70,6-10,Fair,10.76,296,14,2
Portland,OR,61-70,6-10,Fair,3.57,323,14,2
Saint Paul,OR,61-70,6-10,Fair,1.32,50,17,2
Portland,OR,61-70,6-10,Fair,0.82,125,16,2
Portland,OR,61-70,6-10,Fair,0.82,135,16,2
Portland,OR,61-70,6-10,Fair,0.65,140,16,2
Portland,OR,61-70,6-10,Fair,0.75,141,16,2
Echo,OR,61-70,6-10,Fair,0.53,404,17,2
Portland,OR,61-70,6-10,Fair,0.64,129,15,2
Wasco,OR,41-50,6-10,Fair,0.21,139,13,2
Wasco,OR,41-50,6-10,Fair,4.11,318,13,2
Wasco,OR,41-50,6-10,Fair,3.36,322,13,2
Boardman,OR,51-60,6-10,Fair,0.59,3561,12,2
Umatilla,OR,51-60,6-10,Fair,0.01,137,16,2
The Dalles,OR,51-60,6-10,Fair,0.07,155,14,2
Maupin,OR,51-60,6-10,Fair,1.02,32,14,2
Portland,OR,61-70,6-10,Fair,0.79,29,15,2
Portland,OR,61-70,6-10,Fair,0.73,133,15,2
John Day,OR,31-40,6-10,Light Precipitation,1.27,572,14,2
Eagle Point,OR,31-40,6-10,Light Precipitation,8.84,65,16,2
Butte Falls,OR,31-40,6-10,Light Precipitation,0.74,133,16,2
Sutherlin,OR,31-40,6-10,Light Precipitation,0.68,133,9,2
Cave Junction,OR,31-40,6-10,Light Precipitation,0.33,134,7,2
Blue River,OR,41-50,6-10,Light Precipitation,2.54,265,11,2
Dayton,OR,41-50,6-10,Light Precipitation,0.95,36,7,2
Yoncalla,OR,41-50,6-10,Light Precipitation,1.27,139,16,2
Oakland,OR,41-50,6-10,Light Precipitation,0.04,154,16,2
Blue River,OR,41-50,6-10,Light Precipitation,0.79,44,18,2
Shaniko,OR,41-50,6-10,Light Precipitation,0.89,128,7,2
Cannon Beach,OR,41-50,6-10,Light Precipitation,0.11,132,14,2
Aurora,OR,41-50,6-10,Light Precipitation,0.06,134,8,2
Portland,OR,41-50,6-10,Light Precipitation,0.21,134,12,2
Maupin,OR,41-50,6-10,Light Precipitation,0.25,137,6,2
Blue River,OR,41-50,6-10,Light Precipitation,0.69,141,18,2
Oakland,OR,41-50,6-10,Light Precipitation,0.3,168,16,2
Portland,OR,41-50,6-10,Light Precipitation,2.66,512,9,2
Oakland,OR,41-50,6-10,Light Precipitation,0.2,134,12,2
Pendleton,OR,41-50,6-10,Light Precipitation,0.19,137,18,2
Oakland,OR,41-50,6-10,Light Precipitation,0.56,151,12,2
Blue River,OR,41-50,6-10,Light Precipitation,0.59,180,18,2
Portland,OR,41-50,6-10,Light Precipitation,1.38,211,14,2
Blodgett,OR,41-50,6-10,Light Precipitation,0.25,129,13,2
Mount Hood Parkdale,OR,41-50,6-10,Light Precipitation,0.21,131,15,2
Oakridge,OR,41-50,6-10,Light Precipitation,0.34,132,12,2
Portland,OR,41-50,6-10,Light Precipitation,0.03,132,8,2
Portland,OR,41-50,6-10,Light Precipitation,0.12,132,9,2
Portland,OR,41-50,6-10,Light Precipitation,1.24,22,9,2
Sweet Home,OR,41-50,6-10,Light Precipitation,0.73,28,16,2
Portland,OR,41-50,6-10,Light Precipitation,0.56,133,18,2
Sweet Home,OR,41-50,6-10,Light Precipitation,0.71,136,16,2
Portland,OR,41-50,6-10,Light Precipitation,0.03,139,18,2
Portland,OR,41-50,6-10,Light Precipitation,1.28,17,17,2
Portland,OR,41-50,6-10,Light Precipitation,1.81,91,17,2
Portland,OR,41-50,6-10,Light Precipitation,0.02,127,17,2
Portland,OR,41-50,6-10,Light Precipitation,0.18,128,11,2
Portland,OR,41-50,6-10,Light Precipitation,0.24,130,17,2
Portland,OR,41-50,6-10,Light Precipitation,0.17,126,16,2
Portland,OR,41-50,6-10,Light Precipitation,2.25,131,17,2
Walton,OR,41-50,6-10,Light Precipitation,1.15,131,16,2
Portland,OR,41-50,6-10,Light Precipitation,0.27,133,17,2
Portland,OR,41-50,6-10,Light Precipitation,1.59,103,12,2
Portland,OR,41-50,6-10,Light Precipitation,0.31,127,15,2
Portland,OR,41-50,6-10,Light Precipitation,0.09,135,16,2
Portland,OR,41-50,6-10,Light Precipitation,2.31,137,16,2
Portland,OR,41-50,6-10,Light Precipitation,1.17,311,13,2
Madras,OR,41-50,6-10,Light Precipitation,0.37,530,15,2
Portland,OR,51-60,6-10,Light Precipitation,0.82,127,15,2
Portland,OR,51-60,6-10,Light Precipitation,0.31,128,15,2
Portland,OR,51-60,6-10,Light Precipitation,0.02,130,15,2
Portland,OR,51-60,6-10,Light Precipitation,2.42,233,14,2
Ashland,OR,51-60,6-10,Light Precipitation,0.24,137,13,2
Portland,OR,51-60,6-10,Light Precipitation,0.99,25,12,2
Prineville,OR,31-40,6-10,Light Precipitation,0.39,774,11,2
Burns,OR,21-30,6-10,Cloudy,1.83,22,11,2
Klamath Falls,OR,31-40,6-10,Cloudy,0.9,131,8,2
Chiloquin,OR,31-40,6-10,Cloudy,0.07,133,7,2
Ashland,OR,31-40,6-10,Cloudy,0.23,132,9,2
Spray,OR,31-40,6-10,Cloudy,1.49,133,11,2
Spray,OR,31-40,6-10,Cloudy,1.49,133,11,2
Dallas,OR,31-40,6-10,Cloudy,0.13,138,7,2
Idanha,OR,31-40,6-10,Cloudy,0.41,199,8,2
Camp Sherman,OR,31-40,6-10,Cloudy,0.22,415,17,2
La Grande,OR,31-40,6-10,Cloudy,2.99,14,15,2
Klamath Falls,OR,31-40,6-10,Cloudy,0.75,129,10,2
La Grande,OR,31-40,6-10,Cloudy,2.25,132,11,2
Yoncalla,OR,31-40,6-10,Cloudy,0.41,133,15,2
Blue River,OR,31-40,6-10,Cloudy,1.21,26,8,2
Cheshire,OR,31-40,6-10,Cloudy,0.13,135,8,2
Oakridge,OR,31-40,6-10,Cloudy,0.18,130,9,2
Cascade Locks,OR,41-50,6-10,Cloudy,0.23,132,12,2
Gilchrist,OR,41-50,6-10,Cloudy,1,134,14,2
Blue River,OR,41-50,6-10,Cloudy,0.36,126,17,2
Cottage Grove,OR,41-50,6-10,Cloudy,0.32,129,18,2
Portland,OR,41-50,6-10,Cloudy,0.72,131,12,2
Blue River,OR,41-50,6-10,Cloudy,0.54,136,17,2
Cottage Grove,OR,41-50,6-10,Cloudy,2.65,136,18,2
Gilchrist,OR,41-50,6-10,Cloudy,0.6,130,13,2
Brothers,OR,41-50,6-10,Cloudy,2.15,135,13,2
Brothers,OR,41-50,6-10,Cloudy,1.59,616,13,2
Middletown,CA,51-60,6-10,Cloudy,0.21,131,18,2
Walnut Creek,CA,51-60,6-10,Cloudy,0.78,133,18,2
San Francisco,CA,51-60,6-10,Cloudy,0.04,134,10,2
Walnut Creek,CA,51-60,6-10,Cloudy,1.08,140,18,2
Calistoga,CA,51-60,6-10,Cloudy,0.55,155,18,2
Rancho Cucamonga,CA,51-60,6-10,Cloudy,1.06,157,16,2
Rancho Cucamonga,CA,51-60,6-10,Cloudy,0.92,160,16,2
Fontana,CA,51-60,6-10,Cloudy,1.09,174,16,2
Simi Valley,CA,51-60,6-10,Cloudy,0.63,20,11,2
Ventura,CA,51-60,6-10,Cloudy,0.59,20,17,2
Los Angeles,CA,51-60,6-10,Cloudy,0.61,21,11,2
Murrieta,CA,51-60,6-10,Cloudy,0.68,26,12,2
Murrieta,CA,51-60,6-10,Cloudy,2.9,60,17,2
Roseville,CA,51-60,6-10,Cloudy,0.07,124,12,2
Murrieta,CA,51-60,6-10,Cloudy,1.05,125,17,2
Wilmington,CA,51-60,6-10,Cloudy,0.22,125,10,2
Goleta,CA,51-60,6-10,Cloudy,0.11,126,9,2
Murrieta,CA,51-60,6-10,Cloudy,0.83,126,12,2
Riverside,CA,51-60,6-10,Cloudy,2.05,126,12,2
Los Angeles,CA,51-60,6-10,Cloudy,0.12,127,11,2
Seal Beach,CA,51-60,6-10,Cloudy,1.34,127,10,2
Fremont,CA,51-60,6-10,Cloudy,1.19,128,18,2
San Diego,CA,51-60,6-10,Cloudy,0.22,128,6,2
Apple Valley,CA,51-60,6-10,Cloudy,0.14,129,15,2
Los Angeles,CA,51-60,6-10,Cloudy,0.95,129,12,2
Nicolaus,CA,51-60,6-10,Cloudy,0.66,129,11,2
Ventura,CA,51-60,6-10,Cloudy,0.06,129,17,2
Cayucos,CA,51-60,6-10,Cloudy,0.18,130,10,2
Granite Bay,CA,51-60,6-10,Cloudy,0.14,130,10,2
Tulare,CA,51-60,6-10,Cloudy,1,130,12,2
Daly City,CA,51-60,6-10,Cloudy,0.03,131,18,2
Mira Loma,CA,51-60,6-10,Cloudy,0.13,131,12,2
Redwood City,CA,51-60,6-10,Cloudy,0.33,131,11,2
San Francisco,CA,51-60,6-10,Cloudy,0.09,131,17,2
Sausalito,CA,51-60,6-10,Cloudy,0.05,131,17,2
Fontana,CA,51-60,6-10,Cloudy,0.02,132,18,2
Fremont,CA,51-60,6-10,Cloudy,1.49,133,18,2
Newark,CA,51-60,6-10,Cloudy,0.05,133,17,2
Soquel,CA,51-60,6-10,Cloudy,0.02,133,17,2
Los Angeles,CA,51-60,6-10,Cloudy,0.02,134,18,2
Tulare,CA,51-60,6-10,Cloudy,1,134,12,2
Los Angeles,CA,51-60,6-10,Cloudy,0.05,137,11,2
Murrieta,CA,51-60,6-10,Cloudy,0.24,139,12,2
Los Angeles,CA,51-60,6-10,Cloudy,0.29,141,11,2
Ventura,CA,51-60,6-10,Cloudy,0.19,142,17,2
Los Angeles,CA,51-60,6-10,Cloudy,0.04,158,11,2
Los Angeles,CA,51-60,6-10,Cloudy,0.34,162,11,2
Los Angeles,CA,51-60,6-10,Cloudy,0.25,164,11,2
Redwood City,CA,51-60,6-10,Cloudy,0.18,227,10,2
Grand Terrace,CA,51-60,6-10,Cloudy,0.89,13,15,2
Rancho Cucamonga,CA,51-60,6-10,Cloudy,0.96,15,13,2
Diamond Bar,CA,51-60,6-10,Cloudy,0.32,21,18,2
Ontario,CA,51-60,6-10,Cloudy,1.46,25,14,2
Petaluma,CA,51-60,6-10,Cloudy,0.75,25,15,2
Tulare,CA,51-60,6-10,Cloudy,0.76,25,9,2
Sacramento,CA,51-60,6-10,Cloudy,1.41,33,14,2
San Diego,CA,51-60,6-10,Cloudy,2.05,41,16,2
Ontario,CA,51-60,6-10,Cloudy,1.58,43,15,2
Petaluma,CA,51-60,6-10,Cloudy,0.63,46,14,2
San Diego,CA,51-60,6-10,Cloudy,2.54,124,7,2
Ontario,CA,51-60,6-10,Cloudy,1.01,126,14,2
Fontana,CA,51-60,6-10,Cloudy,0.27,127,15,2
Fontana,CA,51-60,6-10,Cloudy,0.9,127,15,2
Los Gatos,CA,51-60,6-10,Cloudy,0.09,129,18,2
Madera,CA,51-60,6-10,Cloudy,0.02,129,14,2
San Diego,CA,51-60,6-10,Cloudy,0.06,129,16,2
Petaluma,CA,51-60,6-10,Cloudy,0.07,130,14,2
Roseville,CA,51-60,6-10,Cloudy,0.21,130,18,2
San Diego,CA,51-60,6-10,Cloudy,0.06,130,15,2
San Diego,CA,51-60,6-10,Cloudy,0.5,130,7,2
Fontana,CA,51-60,6-10,Cloudy,0.9,132,15,2
South San Francisco,CA,51-60,6-10,Cloudy,0.03,132,19,2
Salinas,CA,51-60,6-10,Cloudy,0.54,134,17,2
San Bruno,CA,51-60,6-10,Cloudy,0.09,134,12,2
San Marcos,CA,51-60,6-10,Cloudy,0.02,134,8,2
Long Beach,CA,51-60,6-10,Cloudy,0.04,136,8,2
Hollister,CA,51-60,6-10,Cloudy,0.08,137,14,2
San Diego,CA,51-60,6-10,Cloudy,0.96,139,16,2
San Jose,CA,51-60,6-10,Cloudy,0.05,139,12,2
Colton,CA,51-60,6-10,Cloudy,0.14,142,17,2
Grand Terrace,CA,51-60,6-10,Cloudy,0.85,143,15,2
El Dorado Hills,CA,51-60,6-10,Cloudy,0.18,145,14,2
San Diego,CA,51-60,6-10,Cloudy,0.95,148,15,2
Ontario,CA,51-60,6-10,Cloudy,1.35,153,14,2
Ontario,CA,51-60,6-10,Cloudy,0.81,154,14,2
Rancho Cucamonga,CA,51-60,6-10,Cloudy,0.13,154,13,2
Del Mar,CA,51-60,6-10,Cloudy,0.88,163,15,2
Los Gatos,CA,51-60,6-10,Cloudy,0.09,174,18,2
Riverside,CA,51-60,6-10,Cloudy,3.23,174,16,2
Burbank,CA,51-60,6-10,Cloudy,1.86,243,12,2
Ontario,CA,51-60,6-10,Cloudy,5.43,253,14,2
Sacramento,CA,51-60,6-10,Cloudy,0.09,319,18,2
Ontario,CA,51-60,6-10,Cloudy,3.24,406,12,2
Santa Monica,CA,51-60,6-10,Cloudy,14.48,418,12,2
San Diego,CA,51-60,6-10,Cloudy,0.86,14,12,2
Sausalito,CA,51-60,6-10,Cloudy,0.87,21,17,2
Woodland Hills,CA,51-60,6-10,Cloudy,1.15,25,11,2
National City,CA,51-60,6-10,Cloudy,0.45,26,18,2
Manteca,CA,51-60,6-10,Cloudy,1.32,31,12,2
Ontario,CA,51-60,6-10,Cloudy,2,40,17,2
Oakland,CA,51-60,6-10,Cloudy,1.46,60,17,2
Nipomo,CA,51-60,6-10,Cloudy,0.22,126,13,2
National City,CA,51-60,6-10,Cloudy,0.01,127,8,2
National City,CA,51-60,6-10,Cloudy,0.06,127,18,2
San Diego,CA,51-60,6-10,Cloudy,4.92,127,7,2
National City,CA,51-60,6-10,Cloudy,0.01,128,8,2
Calistoga,CA,51-60,6-10,Cloudy,0.32,129,16,2
Calistoga,CA,51-60,6-10,Cloudy,0.32,130,16,2
Moreno Valley,CA,51-60,6-10,Cloudy,1,130,12,2
Ontario,CA,51-60,6-10,Cloudy,0.16,130,14,2
Sacramento,CA,51-60,6-10,Cloudy,0.07,130,12,2
Sausalito,CA,51-60,6-10,Cloudy,0.33,130,17,2
Encino,CA,51-60,6-10,Cloudy,0.11,131,8,2
Oakland,CA,51-60,6-10,Cloudy,0.07,131,17,2
Riverside,CA,51-60,6-10,Cloudy,0.18,131,15,2
Upland,CA,51-60,6-10,Cloudy,0.14,131,17,2
Los Angeles,CA,51-60,6-10,Cloudy,0.01,132,17,2
Campbell,CA,51-60,6-10,Cloudy,1.01,133,16,2
Moreno Valley,CA,51-60,6-10,Cloudy,0.22,133,12,2
San Francisco,CA,51-60,6-10,Cloudy,0.67,133,16,2
Santa Barbara,CA,51-60,6-10,Cloudy,0.24,133,18,2
Bakersfield,CA,51-60,6-10,Cloudy,0.08,134,14,2
Martinez,CA,51-60,6-10,Cloudy,0.14,136,14,2
Pleasant Hill,CA,51-60,6-10,Cloudy,0.04,136,13,2
Sausalito,CA,51-60,6-10,Cloudy,0.93,136,17,2
Livermore,CA,51-60,6-10,Cloudy,0.18,138,13,2
Santa Rosa,CA,51-60,6-10,Cloudy,0.08,139,16,2
San Diego,CA,51-60,6-10,Cloudy,0.8,149,7,2
Oakland,CA,51-60,6-10,Cloudy,0.69,150,17,2
Oakland,CA,51-60,6-10,Cloudy,0.83,153,17,2
Upland,CA,51-60,6-10,Cloudy,0.14,154,17,2
San Francisco,CA,51-60,6-10,Cloudy,0.84,161,16,2
Salinas,CA,51-60,6-10,Cloudy,0.12,183,15,2
Sherman Oaks,CA,51-60,6-10,Cloudy,1.08,188,8,2
San Jose,CA,51-60,6-10,Cloudy,0.86,195,17,2
Pleasanton,CA,51-60,6-10,Cloudy,1.29,256,14,2
Alamo,CA,51-60,6-10,Cloudy,6.11,277,14,2
Santa Barbara,CA,51-60,6-10,Cloudy,0.25,366,17,2
Encinitas,CA,51-60,6-10,Cloudy,0.51,13,12,2
Sacramento,CA,51-60,6-10,Cloudy,0.96,22,15,2
Scotts Valley,CA,51-60,6-10,Cloudy,2.15,22,14,2
Los Angeles,CA,51-60,6-10,Cloudy,0.35,39,12,2
Vista,CA,51-60,6-10,Cloudy,0.82,45,10,2
Sacramento,CA,51-60,6-10,Cloudy,0.06,123,15,2
Sacramento,CA,51-60,6-10,Cloudy,0.11,126,17,2
Sylmar,CA,51-60,6-10,Cloudy,0.04,126,13,2
Los Alamitos,CA,51-60,6-10,Cloudy,0.28,127,18,2
San Diego,CA,51-60,6-10,Cloudy,0.22,127,18,2
Inglewood,CA,51-60,6-10,Cloudy,0.35,128,15,2
Keyes,CA,51-60,6-10,Cloudy,0.04,128,12,2
Redlands,CA,51-60,6-10,Cloudy,0.73,128,17,2
Riverside,CA,51-60,6-10,Cloudy,0.25,128,12,2
San Bernardino,CA,51-60,6-10,Cloudy,0.14,128,18,2
Pinole,CA,51-60,6-10,Cloudy,0.81,129,15,2
Riverside,CA,51-60,6-10,Cloudy,0.45,129,14,2
Sacramento,CA,51-60,6-10,Cloudy,0.02,129,15,2
Scotts Valley,CA,51-60,6-10,Cloudy,1.9,129,14,2
Turlock,CA,51-60,6-10,Cloudy,0.3,129,13,2
Colton,CA,51-60,6-10,Cloudy,0.07,130,16,2
Crestline,CA,51-60,6-10,Cloudy,0.07,131,16,2
Hollister,CA,51-60,6-10,Cloudy,0.18,131,16,2
Los Alamitos,CA,51-60,6-10,Cloudy,0.23,131,15,2
San Diego,CA,51-60,6-10,Cloudy,0.22,131,18,2
Olivehurst,CA,51-60,6-10,Cloudy,0.04,132,18,2
Riverside,CA,51-60,6-10,Cloudy,0.21,132,12,2
Santa Rosa,CA,51-60,6-10,Cloudy,0.09,132,13,2
Vista,CA,51-60,6-10,Cloudy,0.97,132,17,2
Inglewood,CA,51-60,6-10,Cloudy,0.06,133,16,2
Oakland,CA,51-60,6-10,Cloudy,0.07,133,14,2
San Bernardino,CA,51-60,6-10,Cloudy,0.76,133,18,2
Santa Cruz,CA,51-60,6-10,Cloudy,0.91,133,14,2
Sacramento,CA,51-60,6-10,Cloudy,0.87,134,17,2
Colton,CA,51-60,6-10,Cloudy,0.07,135,16,2
Middletown,CA,51-60,6-10,Cloudy,0.2,135,14,2
Santa Maria,CA,51-60,6-10,Cloudy,0.13,135,14,2
Forestville,CA,51-60,6-10,Cloudy,0.03,137,17,2
Rodeo,CA,51-60,6-10,Cloudy,0.05,137,14,2
Crestline,CA,51-60,6-10,Cloudy,0.36,138,17,2
South San Francisco,CA,51-60,6-10,Cloudy,0.03,138,14,2
Sylmar,CA,51-60,6-10,Cloudy,0.04,140,13,2
Redlands,CA,51-60,6-10,Cloudy,0.88,141,16,2
San Bernardino,CA,51-60,6-10,Cloudy,0.18,146,16,2
Sacramento,CA,51-60,6-10,Cloudy,0.78,148,14,2
San Bernardino,CA,51-60,6-10,Cloudy,0.18,149,16,2
Sacramento,CA,51-60,6-10,Cloudy,1.06,154,17,2
Pleasant Hill,CA,51-60,6-10,Cloudy,0.66,158,14,2
San Bernardino,CA,51-60,6-10,Cloudy,0.12,173,16,2
Sacramento,CA,51-60,6-10,Cloudy,0.89,176,17,2
Santa Cruz,CA,51-60,6-10,Cloudy,1.54,203,14,2
San Diego,CA,51-60,6-10,Cloudy,4.32,282,13,2
San Diego,CA,51-60,6-10,Cloudy,8.13,315,14,2
Mira Loma,CA,51-60,6-10,Cloudy,1.58,336,12,2
Riverside,CA,51-60,6-10,Cloudy,2.27,336,12,2
Canyon Country,CA,51-60,6-10,Cloudy,1.01,23,18,2
San Diego,CA,51-60,6-10,Cloudy,0.7,25,9,2
Costa Mesa,CA,51-60,6-10,Cloudy,1.46,26,13,2
Salida,CA,51-60,6-10,Cloudy,1.66,28,14,2
Oakland,CA,51-60,6-10,Cloudy,0.98,76,17,2
Emeryville,CA,51-60,6-10,Cloudy,0.11,127,16,2
Fountain Valley,CA,51-60,6-10,Cloudy,0.02,127,14,2
Galt,CA,51-60,6-10,Cloudy,2.64,127,13,2
Canyon Country,CA,51-60,6-10,Cloudy,0.01,128,18,2
Ripon,CA,51-60,6-10,Cloudy,0.2,128,14,2
San Diego,CA,51-60,6-10,Cloudy,0.08,128,9,2
Oakland,CA,51-60,6-10,Cloudy,0.19,129,17,2
Hughson,CA,51-60,6-10,Cloudy,0.99,130,14,2
Inglewood,CA,51-60,6-10,Cloudy,0.02,130,14,2
San Diego,CA,51-60,6-10,Cloudy,0.71,130,16,2
Turlock,CA,51-60,6-10,Cloudy,0.27,130,16,2
Malibu,CA,51-60,6-10,Cloudy,0.25,131,12,2
Pleasant Hill,CA,51-60,6-10,Cloudy,1.27,131,17,2
